referrer,views_total,views_unique
Google,226,80
github.com,129,51
t.co,99,89
vizro.readthedocs.io,71,28
linkedin.com,34,7
m.facebook.com,33,31
Bing,33,13
l.facebook.com,25,15
mckinsey.com,23,17
vizro-demo-visual-vocabulary.hf.space,19,2
