time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,1013,153,190,106
2026-05-12 00:00:00+00:00,527,108,131,60
2026-05-13 00:00:00+00:00,680,127,144,57
2026-05-14 00:00:00+00:00,511,86,176,79
2026-05-15 00:00:00+00:00,1165,151,138,64
2026-05-16 00:00:00+00:00,87,38,75,55
2026-05-17 00:00:00+00:00,82,39,91,79
2026-05-18 00:00:00+00:00,1382,183,147,62
2026-05-19 00:00:00+00:00,499,95,91,55
2026-05-20 00:00:00+00:00,370,89,90,47
2026-05-21 00:00:00+00:00,240,68,141,103
2026-05-22 00:00:00+00:00,358,80,140,54
2026-05-23 00:00:00+00:00,74,43,82,67
2026-05-24 00:00:00+00:00,194,67,100,82
