referrer,views_total,views_unique
Google,274,115
github.com,239,62
t.co,122,106
vizro.readthedocs.io,68,31
l.facebook.com,63,40
m.facebook.com,57,54
Bing,42,16
linkedin.com,34,8
community.plotly.com,32,13
lm.facebook.com,30,26
