referrer,views_total,views_unique
github.com,460,103
vizro.readthedocs.io,342,77
Google,284,141
community.plotly.com,84,29
mckinsey.com,46,36
Bing,20,5
statics.teams.cdn.office.net,16,12
vizro.mckinsey.com,14,10
medium.com,12,8
langdb.ai,12,1
