referrer,views_total,views_unique
github.com,240,73
Google,148,88
mckinsey.com,47,27
vizro.readthedocs.io,35,14
t.co,13,10
chatgpt.com,13,5
linkedin.com,7,5
skills.sh,6,1
search.brave.com,5,3
teams.public.onecdn.static.microsoft,4,4
