referrer,views_total,views_unique
github.com,512,114
Google,241,101
vizro.readthedocs.io,179,62
community.plotly.com,65,24
mckinsey.com,36,31
swe-bench-plus.turing.com,33,3
hub.docker.com,28,18
py.cafe,22,5
huggingface.co,18,2
medium.com,17,11
