referrer,views_total,views_unique
github.com,272,70
Google,263,135
vizro.readthedocs.io,77,25
mckinsey.com,37,24
huggingface.co,32,4
search.brave.com,17,4
community.plotly.com,16,10
youtube.com,12,8
medium.com,12,7
vizro.mckinsey.com,9,7
