time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-16 00:00:00+00:00,1639,111,460,113
2025-05-17 00:00:00+00:00,25,11,49,26
2025-05-18 00:00:00+00:00,27,15,58,32
2025-05-19 00:00:00+00:00,2151,120,873,129
2025-05-20 00:00:00+00:00,1397,102,532,122
2025-05-21 00:00:00+00:00,886,83,340,87
2025-05-22 00:00:00+00:00,545,66,353,98
2025-05-23 00:00:00+00:00,706,52,228,74
2025-05-24 00:00:00+00:00,29,12,85,26
2025-05-25 00:00:00+00:00,60,13,59,26
2025-05-26 00:00:00+00:00,795,56,237,69
2025-05-27 00:00:00+00:00,270,41,293,85
2025-05-28 00:00:00+00:00,395,45,241,75
2025-05-29 00:00:00+00:00,613,50,215,68
