referrer,views_total,views_unique
github.com,496,102
Google,209,88
vizro.readthedocs.io,174,64
community.plotly.com,65,26
mckinsey.com,40,32
swe-bench-plus.turing.com,35,4
vizro.mckinsey.com,32,6
medium.com,26,11
hub.docker.com,21,15
huggingface.co,20,2
