referrer,views_total,views_unique
github.com,308,87
Google,178,87
vizro.readthedocs.io,157,36
mckinsey.com,44,28
Bing,19,7
community.plotly.com,16,7
statics.teams.cdn.office.net,14,9
linkedin.com,7,7
pypi.org,6,1
l.threads.com,4,4
