referrer,views_total,views_unique
github.com,374,87
Google,307,145
vizro.readthedocs.io,104,32
mckinsey.com,44,26
huggingface.co,27,3
community.plotly.com,17,11
search.brave.com,17,4
Bing,15,5
medium.com,13,7
glama.ai,12,3
