referrer,views_total,views_unique
Google,654,635
github.com,136,52
vizro.readthedocs.io,40,22
t.co,35,31
mckinsey.com,24,15
yandex.ru,9,5
linkedin.com,7,4
Bing,4,4
community.plotly.com,4,4
dashboard.gitguardian.com,4,1
