referrer,views_total,views_unique
Google,372,337
github.com,155,68
t.co,107,93
vizro.readthedocs.io,34,18
mckinsey.com,33,16
Bing,10,6
yandex.ru,7,5
linkedin.com,5,3
app.readthedocs.org,3,1
chatgpt.com,2,2
