referrer,views_total,views_unique
Google,677,638
github.com,109,51
t.co,97,86
vizro.readthedocs.io,35,21
mckinsey.com,21,16
Bing,10,8
yandex.ru,8,5
community.plotly.com,4,4
linkedin.com,4,2
dashboard.gitguardian.com,4,1
