referrer,views_total,views_unique
github.com,560,70
Google,477,210
vizro.readthedocs.io,166,35
Bing,42,12
mckinsey.com,38,25
youtube.com,23,4
vizro.mckinsey.com,19,12
pypi.org,17,2
vizro-demo-features.hf.space,16,3
community.plotly.com,14,8
