referrer,views_total,views_unique
github.com,458,108
vizro.readthedocs.io,371,92
Google,294,141
community.plotly.com,76,30
mckinsey.com,57,42
vizro.mckinsey.com,30,9
medium.com,28,13
Bing,21,6
statics.teams.cdn.office.net,15,11
hub.docker.com,14,9
