referrer,views_total,views_unique
github.com,209,91
Google,139,67
vizro.readthedocs.io,71,26
mckinsey.com,44,26
linkedin.com,8,6
lnkd.in,7,1
Bing,5,2
chatgpt.com,4,2
levelup.gitconnected.com,4,2
community.plotly.com,2,2
