url_path,views_total,views_unique
/mckinsey/vizro,971,509
/mckinsey/vizro/tree/main/vizro-mcp,365,209
/mckinsey/vizro/pulls,302,13
/mckinsey/vizro/blob/main/vizro-mcp/README.md,79,47
/mckinsey/vizro/issues,67,22
/mckinsey/vizro/tree/main/vizro-core,57,21
/mckinsey/vizro/pull/1275,55,12
/mckinsey/vizro/tree/main,49,34
/mckinsey/vizro/pull/1272,45,6
/mckinsey/vizro/pull/1277,42,12
