time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-04 00:00:00+00:00,462,103,150,53
2026-09-05 00:00:00+00:00,120,61,59,28
2026-09-06 00:00:00+00:00,94,60,47,29
2026-09-07 00:00:00+00:00,334,83,99,33
2026-09-08 00:00:00+00:00,169,72,74,45
2026-09-09 00:00:00+00:00,986,82,139,48
2026-09-10 00:00:00+00:00,463,90,136,56
2026-09-11 00:00:00+00:00,659,110,148,46
2026-09-12 00:00:00+00:00,377,53,104,39
2026-09-13 00:00:00+00:00,91,50,109,43
2026-09-14 00:00:00+00:00,1079,154,198,75
2026-09-15 00:00:00+00:00,910,138,174,63
2026-09-16 00:00:00+00:00,770,145,166,75
2026-09-17 00:00:00+00:00,445,99,122,54
