referrer,views_total,views_unique
github.com,323,62
Google,241,129
vizro.readthedocs.io,105,42
mckinsey.com,38,31
linkedin.com,38,9
community.plotly.com,32,18
Bing,21,8
substack.com,10,8
medium.com,10,3
hub.docker.com,8,5
