referrer,views_total,views_unique
github.com,504,108
vizro.readthedocs.io,237,69
Google,225,125
community.plotly.com,54,22
mckinsey.com,51,33
Bing,32,5
medium.com,14,11
statics.teams.cdn.office.net,12,8
youtube.com,11,6
hub.docker.com,9,5
