referrer,views_total,views_unique
github.com,348,84
Google,158,84
vizro.readthedocs.io,96,33
mckinsey.com,44,22
Bing,18,6
community.plotly.com,15,6
statics.teams.cdn.office.net,14,9
pypi.org,6,1
linkedin.com,5,5
l.threads.com,5,4
