referrer,views_total,views_unique
github.com,329,90
Google,322,113
vizro.readthedocs.io,175,66
community.plotly.com,52,17
statics.teams.cdn.office.net,40,10
mckinsey.com,36,25
medium.com,35,9
hub.docker.com,28,18
Bing,28,11
brix.quantumblack.com,27,2
