time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-07 00:00:00+00:00,298,112,245,83
2025-11-08 00:00:00+00:00,53,27,883,801
2025-11-09 00:00:00+00:00,134,27,111,61
2025-11-10 00:00:00+00:00,481,59,293,96
2025-11-11 00:00:00+00:00,1552,134,376,117
2025-11-12 00:00:00+00:00,1041,101,295,109
2025-11-13 00:00:00+00:00,573,95,309,108
2025-11-14 00:00:00+00:00,281,58,241,83
2025-11-15 00:00:00+00:00,33,12,63,46
2025-11-16 00:00:00+00:00,6,6,67,45
2025-11-17 00:00:00+00:00,751,73,361,94
2025-11-18 00:00:00+00:00,650,82,398,101
2025-11-19 00:00:00+00:00,978,90,320,96
2025-11-20 00:00:00+00:00,1774,139,364,101
