referrer,views_total,views_unique
github.com,385,112
Google,303,139
vizro.readthedocs.io,301,61
Bing,97,7
hub.docker.com,70,20
community.plotly.com,58,24
mckinsey.com,52,32
brix.quantumblack.com,13,5
glama.ai,11,5
statics.teams.cdn.office.net,9,5
