time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-17 00:00:00+00:00,82,39,91,79
2026-05-18 00:00:00+00:00,1382,183,147,62
2026-05-19 00:00:00+00:00,499,95,91,55
2026-05-20 00:00:00+00:00,370,89,90,47
2026-05-21 00:00:00+00:00,240,68,141,103
2026-05-22 00:00:00+00:00,358,80,140,54
2026-05-23 00:00:00+00:00,74,43,82,67
2026-05-24 00:00:00+00:00,194,67,100,82
2026-05-25 00:00:00+00:00,1105,248,112,60
2026-05-26 00:00:00+00:00,7390,353,86,55
2026-05-27 00:00:00+00:00,7759,647,74,56
2026-05-28 00:00:00+00:00,3008,415,83,63
2026-05-29 00:00:00+00:00,246,67,102,58
2026-05-30 00:00:00+00:00,100,52,101,83
