referrer,views_total,views_unique
github.com,542,67
Google,312,136
vizro.readthedocs.io,120,32
mckinsey.com,53,37
youtube.com,39,6
Bing,27,10
pypi.org,26,4
community.plotly.com,18,8
vizro-demo-visual-vocabulary.hf.space,15,4
vizro-demo-features.hf.space,15,2
