referrer,views_total,views_unique
github.com,536,94
Google,250,128
vizro.readthedocs.io,166,41
mckinsey.com,40,29
community.plotly.com,27,10
linkedin.com,26,11
Bing,15,10
statics.teams.cdn.office.net,15,5
medium.com,13,7
skillsplayground.com,11,1
