referrer,views_total,views_unique
github.com,225,65
Google,150,79
vizro.readthedocs.io,81,34
mckinsey.com,39,25
linkedin.com,28,5
hub.docker.com,20,8
Bing,15,10
levelup.gitconnected.com,13,13
medium.com,7,3
statics.teams.cdn.office.net,6,5
