referrer,views_total,views_unique
github.com,461,93
Google,351,143
vizro.readthedocs.io,122,29
mckinsey.com,43,26
community.plotly.com,43,17
glama.ai,28,9
Bing,27,7
search.brave.com,15,3
medium.com,14,7
huggingface.co,14,3
