referrer,views_total,views_unique
github.com,272,85
Google,143,88
mckinsey.com,54,23
vizro.readthedocs.io,24,15
t.co,17,13
linkedin.com,9,7
chatgpt.com,6,4
Bing,5,3
search.brave.com,5,3
teams.public.onecdn.static.microsoft,3,3
