time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-03 00:00:00+00:00,33,20,142,81
2025-10-04 00:00:00+00:00,21,14,137,40
2025-10-05 00:00:00+00:00,22,17,142,43
2025-10-06 00:00:00+00:00,269,41,172,85
2025-10-07 00:00:00+00:00,940,103,270,97
2025-10-08 00:00:00+00:00,127,39,183,76
2025-10-09 00:00:00+00:00,243,46,215,107
2025-10-10 00:00:00+00:00,953,123,283,106
2025-10-11 00:00:00+00:00,32,25,114,52
2025-10-12 00:00:00+00:00,24,20,89,43
2025-10-13 00:00:00+00:00,1779,109,460,104
2025-10-14 00:00:00+00:00,1142,114,298,124
2025-10-15 00:00:00+00:00,605,86,297,106
2025-10-16 00:00:00+00:00,662,85,236,63
