url_path,views_total,views_unique
/mckinsey/vizro,748,495
/mckinsey/vizro/tree/main/vizro-mcp,64,47
/mckinsey/vizro/pulls,54,12
/mckinsey/vizro/blob/main/vizro-mcp/README.md,19,18
/mckinsey/vizro/issues,16,10
/mckinsey/vizro/issues/1326,14,3
/mckinsey/vizro/pull/1535,12,2
/mckinsey/vizro/tree/main/vizro-ai,11,7
/mckinsey/vizro/pull/1536,11,5
/mckinsey/vizro/blob/a99773be7cd543a6d63c8b4c821bce4e32b056ef/README.md,10,4
